"createdAt","text"
"Fri Mar 14 17:11:19 +0000 2025","Smart CEOs ignore Donnie 👌 

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 17:08:37 +0000 2025","Intelligent CEOs aren't listening to Donnie 👏👏👏

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs https://t.co/CBkiWB0xfQ"
"Fri Mar 14 16:54:34 +0000 2025","Stupid #Trump #Maggot comment. It's a red mat. Get a life!

#ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Fri Mar 14 16:46:48 +0000 2025","Lies! Nothing new from Donnie's #Maggots!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 16:45:32 +0000 2025","Apple facing challenge now, Suggest SELL❗️ How do you think? 🤔

#Apple #AAPL #TradeWar #India #Tariffs #iPhone #StockMarket #Investing"
"Fri Mar 14 16:44:54 +0000 2025","Enabling #Ukrainian genocide. 

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 16:43:15 +0000 2025","Donnie is enabling his boy toy, Putin!

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 16:41:29 +0000 2025","Wouldn't be an issue if it wasn't for Donnie's bromance with Putin ❤️

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Fri Mar 14 16:38:50 +0000 2025","Pointless meeting. Smart CEOs won't increase production. 

#oott #com #NaturalGas #ongt #oil #gas #DonaldTrump #Trump #ElonMusk #Tesla #Dogecoin $TSLA #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump #Canada #tariffs"
"Fri Mar 14 16:35:07 +0000 2025","How will #Trump's #Maggots in #Canada survive now???🤣🤣🤣

#ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #tariffs"
"Fri Mar 14 16:08:09 +0000 2025","I Started with $150 Trading Apple Stock Options ($APPL) - Watch Me Win or Lose Big! Day 5
#stocks #OptionsTrading #trading #aapl #apple #TradingChallenge #BeginnerTrading #StocksToWatch #Everyone 
https://t.co/AFbq54aJyC"
"Fri Mar 14 16:04:03 +0000 2025","Rule# 1: Don't be so stupid as to starting a trade war with everyone all at once!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oil #gas #Canada #tariffs"
"Fri Mar 14 15:04:07 +0000 2025","Check out my #AAPL analysis on @TradingView: https://t.co/khdFkouV8T"
"Fri Mar 14 14:57:57 +0000 2025","Target Reached #AAPL 208.42 yesterday. Lets See if holds this zone @OptionsMike @fuenmayorernie @JctTrader"
"Fri Mar 14 14:52:50 +0000 2025","Same #GreenDoji forming on #AMZN today. #Stochastic in #Oversold, and #MACD is going positive on the shorter term settings. Like #AAPL, #AMZN is one of the #MagSeven tech stocks. See #Blue circles on #Dojis. https://t.co/Xp7cL2lGzY"
"Fri Mar 14 14:39:32 +0000 2025","حقق جميع الاهدف

#AAPL https://t.co/WsJnBdYfdC"
"Fri Mar 14 14:17:18 +0000 2025","While You Think, AI Already Profited. 💸

👉 Missed the dip on Apple ($AAPL: $209.68) or Microsoft ($MSFT: $378.77)? AI didn’t.
📊 Data-driven trading, 24/7 market insights.
🚀 Trade smarter, not harder.

#AITrading #StockMarket #InvestSmart #AAPL #MSFT #NoMoreFOMO #TradeBetter"
"Fri Mar 14 13:58:47 +0000 2025","I have opened a new apple call right when the market opened getting the cheapest possible price. Profit stop is at -24.57%. I'm not letting myself lose more than AU$50 this time. #Trading #AAPL https://t.co/14ijMsx7Gg"
"Fri Mar 14 13:52:31 +0000 2025","Trading Setup #Update

Instrument: #AAPL  
Posting date: 1/2/2025
Hit ++14% Running  💯💰

🎯SECURE YOUR PROFITS https://t.co/4NfCZ7l4pe"
"Fri Mar 14 13:50:06 +0000 2025","Crypto Daily : 

#BTCUSD  Bitcoin still at $83,424.12

#ETHUSDT  Ethereum now at $1,898.80

#TSLA Tesla at $248.55

#AMZN Amazon now trading at $197.95

#AAPL  Apple now at $212.77"
"Fri Mar 14 13:36:09 +0000 2025","""Apple joins U.S. business mission to Vietnam amid trade talks, settles $490M lawsuit over iPhone demand claims.       #AAPL #VietnamTrade #Apple #Grandefratello #Uominiedonne #Shailenzo #Tommavi #helevier #sstvi #zelena #yulioli #helena #zeudi #grandefratello #zeudiners #yulioli"
"Fri Mar 14 13:31:03 +0000 2025","2025-03-14 06:31:03 (Fri)
Roll Hist Days = 65, Pred/Open^2 Threshold = 1.2, Multiplier = 1.5
Stk (Pred/Open^2): Buy Value
#AAPL (1.17): 5
#AMD (1.0): 5
#AMZN (1.16): 5
#ASML (1.07): 5
#GOOG (1.14): 5
#INTC (0.92): 5"
"Fri Mar 14 13:29:29 +0000 2025","Too Late. #Tesla is a Swasticar now.

#Trump #ElonMusk #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 13:09:04 +0000 2025","Probably wise too split Blackrock up ? #aapl #tsla"
"Fri Mar 14 12:35:11 +0000 2025","Pre-Market Live: The SPY JUST BOTTOMED?! #SPY #NVDA #BABA #PLTR #TSLA #AAPL https://t.co/Fo3zyoKU3s via @YouTube https://t.co/bans0mDjln"
"Fri Mar 14 12:27:16 +0000 2025","7dte is here, where to invest? What would give the best ROIC? #AAPL #AMZN #GOOGL #META #MSFT #MSTR #NVDA #SMCI #SPY #TSLA 

And what is the best use of capital for the Wheel Strategy? https://t.co/xM3LoI4sNk"
"Fri Mar 14 11:57:59 +0000 2025","AAPL Members, don’t forget to cast your #Vote for our 2025-2029 Board of Director nominees, voting ends tonight at 6:00 PM. Don’t miss this opportunity to ensure our board is full of strong leaders! #AAPL #HealthcareLeaders https://t.co/iw09e2rCyt"
"Fri Mar 14 11:56:35 +0000 2025","تواجه شركة #آبل (#AAPL) موجة بيع شرسة، ويشير دورها القيادي في تراجع السوق إلى مخاوف أعمق بشأن #أسهم_التكنولوجيا ومعنويات السوق بشكل عام.
⸻
📉 ماذا يحدث لشركة آبل؟
1. السهم تحت ضغط كبير
• انخفض سهم آبل بنسبة تقارب 20% عن أعلى مستوياته، وهو ما يعني رسميًا دخوله في سوق هابطة.
• خسر السهم مئات المليارات من قيمته السوقية، مما أدى إلى انخفاض المؤشرات الرئيسية.
2. ضعف الطلب الصيني والقيود الحكومية
• تتراجع مبيعات #الصين، ويتراجع الطلب على أجهزة #آيفون.
• تؤثر القيود الحكومية التي تفرضها بكين على استخدام أجهزة آيفون للموظفين على تبني الشركات لها.
3. تزايد المخاطر القانونية والتنظيمية
• تتصاعد دعوى مكافحة الاحتكار المرفوعة من وزارة العدل، مما يزيد من حالة عدم اليقين.
• قد يؤدي التدقيق المتزايد على نموذج أعمال متجر التطبيقات إلى تهديد إيرادات خدمات آبل ذات هامش الربح المرتفع.
٤. ارتفاع العوائد = معاناة لأسهم النمو
• ارتفاع عوائد #سندات_الخزانة_الأمريكية (خاصةً قرب ٥٪ على سندات العشر سنوات) يُعيق أسهم التكنولوجيا عالية التقييم.
• لم تعد شركة آبل، التي كانت لسنوات شركةً عملاقةً ذات قيمة سوقية دفاعية، بمنأى عن عمليات البيع التي تُحركها أسعار #الفائدة.
٥. ضعف نمو الأرباح ومخاطر التشبع
• يتباطأ نمو مبيعات آيفون، وتكافح آبل لإيجاد مُحرك إيرادات رئيسي جديد.
• كان التقييم مُبالغًا فيه، والسوق الآن يُصحح ذلك.
⸻
🔍 ما هو التالي لسهم آبل؟
✓ مستويات الدعم التي يجب مراقبتها:
✓ ١٦٠-١٦٥ دولارًا: منطقة فنية رئيسية - قد يؤدي الانخفاض دونها إلى تسريع عمليات البيع.
✓ إذا استمر البيع في السوق، فمن المُحتمل أن يتراوح بين ١٤٠ و١٥٠ دولارًا.
✓ هل ستُنقذ عمليات إعادة الشراء السهم؟
• قد يُخفف برنامج إعادة شراء أسهم آبل الضخم (الذي أُعلن عنه بـ 110 مليارات دولار) من حدة التراجع.
• ولكن إذا استمرّ التشاؤم، فحتى آبل لن تستطيع مقاومة هذا التراجع.
✅ ما هو الخطر الأكبر؟ تراجع ريادة السوق
• إذا استمرّ انهيار آبل ومؤشر ماج 7، فقد يشهد مؤشرا ستاندرد آند بورز 500 وناسداك تصحيحات أعمق.
• يُظهر التاريخ أنه عندما تنهار ريادة السوق، يتسارع التراجع.
⸻
💡 خلاصة المستثمر
• الاتجاه قصير الأجل سيء، لكن آبل لا تزال مصدرًا للتدفقات النقدية.
• إذا بلغت العائدات ذروتها، فقد تنتعش شركات التكنولوجيا - لكننا لم نصل إلى هذه المرحلة بعد.
• قد يرى المستثمرون على المدى الطويل نقاط دخول أفضل عند مستويات أدنى.
حاليًا، آبل في وضع حرج - ولكن هل هذا مجرد تصحيح أم بداية لانخفاض أعمق؟
 ⁨@Dr_MokhlesNazer⁩ 
. #apc_prime #apc #تداول #استثمار #فوركس #اقتصاد  #Stock_Market #Investing #Finance #Markets #NASDAQ #SP500 #Market_Crash #Economy #Interest_Rates #Inflation #Apple #Apple_Stock #iPhone #Mac #Apple_Earnings #China_Economy #Apple_China #Dollar"
"Fri Mar 14 11:51:06 +0000 2025","Uff gestern noch -3% bei #aapl &amp; -5% #meta 
Das muss Schmerzen. Anleger wetzen schon 🔪"
"Fri Mar 14 11:04:13 +0000 2025","Wall Street cree que Apple ya no es más un refugio seguro #AAPL $AAPL
https://t.co/Lev8P1032c"
"Fri Mar 14 09:40:07 +0000 2025","Looks like Apple's heading to Vietnam to schmooze and avoid tariffs—who knew they could be so diplomatic? With this move, they're not just eyeing profits; they’re securing their crown in global markets! 

#Apple #AAPL"
"Fri Mar 14 08:20:16 +0000 2025","$QQQ 480c | 150% gain 💰✅
$QQQ 473c | 50% gain 💰✅

All Free alerts on telegram 
Link in the bio 

$AAPL $MSFT $NVDA $AMZN $GOOGL $META $GOOG $TSLA $BRK.B $AVGO 
$QQQ $SPY $IWM $SPX
#AAPL #MSFT #NVDA #AMZN #GOOGL #META #TSLA #JPM #V #JNJ #PG 
#PEP  #KO #PFE #CVX #XOM #MA #UNH #WMT"
"Fri Mar 14 07:05:52 +0000 2025","Magnificent 7

#Google in a bear market

#TSLA in a bear market

#NVDA in a bear market

#meta in a bear market

#AMZN in a bear market

#MSFT 1% away from a bear market

#AAPL 1% away from a bear market"
"Fri Mar 14 06:34:52 +0000 2025","Ely only has a Maggot reputation now.

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 06:31:37 +0000 2025","Donnie works for #China now!😲

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 06:29:28 +0000 2025","Compliments of Donnie and Ely!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 03:31:38 +0000 2025","Like what did you think would happen, Ely?🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 03:12:08 +0000 2025","Maggots play corrupt on #FoxNews &amp; normal behind closed doors?🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #Alberta #oil #gas #Canada #tariffs"
"Fri Mar 14 03:06:10 +0000 2025","Bye Bye #Poilievre Maggots in #Canada!🤣🤣🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #tariffs https://t.co/cGE8pRPi3f"
"Fri Mar 14 02:54:29 +0000 2025","#AAPL

آبل غثيث وما يصلح لعقود بكره https://t.co/gf0qckjRhR"
"Fri Mar 14 01:49:31 +0000 2025","$AAPL #AAPL Apple Inc. Daily/Weekly Update 🍎

Weekly view here (daily shows same view)

A re-test of the 195 - 200 S/R zone below seems likely at this point as price is nearing a volume gap below 📉

Jan. '23 low + Volume shelf also meet right around the 195 - 200 S/R zone below for a potential bounce spot 🪃"
"Fri Mar 14 01:42:13 +0000 2025","@Apple work on your files, or design another file interface, with ease file arrangements and synchronization with Adobe and other computer software companies.

#iphone #AAPL"
"Fri Mar 14 01:25:08 +0000 2025","You hear that, Maggots?

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Fri Mar 14 01:23:26 +0000 2025","Karma is a.....

#TrumpEffect #Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/lQk8SLJgTB"
"Fri Mar 14 01:20:26 +0000 2025","無駄な機能などいらんから、価格を下げることに市場者は感じてます。値上げし過ぎです。株価が下がりまくり
#アップル #AAPL https://t.co/9qEHIvsSav"
"Fri Mar 14 00:41:58 +0000 2025","📉 Market Drops Again! Gold Hits New All-Time High 🚀 | AAPL $200 Next?
Is this just the beginning of a deeper correction? Watch the full breakdown now!
#StockMarket #SP500 #Nasdaq #Gold #Investing #AAPL #MSFT #BondYields #Copper #Trading

https://t.co/bt2aZQwck1"
"Fri Mar 14 00:09:38 +0000 2025","Apple's AI adoption stumbles drag on stock - Apple, Microsoft, Adobe, Amazon &amp; others need to have a fire lit under them.  Need an upheaval in products and organizations. 1000s of obvious AI products  #msft #adbe #AAPL #CNBC #amzn
https://t.co/ncaHx147yF"
"Fri Mar 14 00:01:07 +0000 2025","⚔️ #AAPL 4h Bullish Harmonic ⚔️
🟢 Apple Inc. 4h Bullish Crab 🟢

🔆 XA: $211.17
✅ Optimal Entries: $200.80
🛑 Bullish S/L: $198.99
🎯 Targets: 
- T1: $224.31 (Type I)
- T2: $234.12 (Type II)"
"Fri Mar 14 00:00:01 +0000 2025","【Goldman Sachs Raises NetEase Target Price to HK$190, High Visibility in Sales Growth for the First Half】

#TSLA #GOOGLE #DHL #AAPL #AZN #chinesestocks #hkstocks #usstock #aibull #aibullcapital https://t.co/MLVykZj95x"
"Thu Mar 13 22:47:05 +0000 2025","🇺🇸サマータイムになったら朝起きられない件について(   ߹ㅁ߹)

4:56分に目覚め
Meta買わなきゃ！と思って急いでドル転したけど間に合わず💸

Metaは諦めてAppleにしておけば良かったかな🥹花粉症で相変わらず目がしょぼしょぼ🤧

日経先物マイナス40
メジャーSQだけど荒れないのかな🙄

#META #AAPL https://t.co/ipueCnV4iS"
"Thu Mar 13 22:40:05 +0000 2025","ابل نموذج سلبي يستهدف 170 -165

#AAPL https://t.co/756RhbSLLP"
"Thu Mar 13 22:00:32 +0000 2025","#米国株 #AAPL
             companyName：Apple Inc.
            株価：209.68$
            値動き($)：-7.3$
            値動き(%)：-3.365%"
"Thu Mar 13 22:00:06 +0000 2025","#aapl #トランプおやびん #米国株
【米国株】トランプおやびんのド直球市場操作発言で草www！？AAPLが波に乗れてない感じ？ 
↓記事リンク
https://t.co/zVfnyQDPPq https://t.co/D2gKDfSaEE"
"Thu Mar 13 21:11:54 +0000 2025","蘋果將在 iOS 19 中為 AIRPODS 提供即時翻譯功能

蘋果 #AAPL 將於今年稍後作為 iOS 19 的一部分推出 AirPods 的即時語言翻譯功能，讓用戶可以隨時翻譯對話。該功能將透過 AirPods 和 iPhone 揚聲器傳遞翻譯，與Google的 Pixel Buds 競爭。蘋果還計劃對其設備進行重大軟體改造。 https://t.co/CYWdCRVrsR"
"Thu Mar 13 21:11:51 +0000 2025","It's going to be another Donnie fail, like everything else!🤣

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Thu Mar 13 21:00:55 +0000 2025","📡 RADAR DE STOCKS 📡

Preço máximo de 90 dias:
#GDX

Preço mínimo de 90 dias:
#AAPL, #ABNB, #ACN, #AMZN, #APH, #AVB, #BKNG, #BLK, #BXP, #COIN, #COST, #CRM, #DIS, #DOCU, #DUOL, #EPRA.PA, #EPRT, #GOOG, #HD, #HIW, #IJS, #JPM, #LOW, #MS, #PAX, #PYPL, #QLYS, #QQQ, #SLYV, #SMLR,"
"Thu Mar 13 20:59:00 +0000 2025","هذا من فضل ربي وتوفيقه 😎🤍
اللهم ارزقني وارزق مني ☺️

 #spx #spy #Tesla #AAPL #السوق_الامريكي #سباكس https://t.co/dYxFO76ZXO"
"Thu Mar 13 20:42:08 +0000 2025","#QQQ #NVDA #APPL Live Discord Trading Team got in on many of today's moves...lost track of all the back to back winners. Money Sentiment lit the fuse 🔥 screaming 'Apple Puts' We snagged 210 Puts and rode a 90%+ profit wave as #AAPL tanked to yearly lows. https://t.co/XJOVodyKcL"
"Thu Mar 13 20:23:59 +0000 2025","$AAPL WORST week since March 2020, down -12% so far...👀
Don’t miss the next alert: https://t.co/IcIxxdGIBP
#StockMarket #AAPL https://t.co/LHeqZK1rhs"
"Thu Mar 13 20:16:00 +0000 2025","It will never happen for the ""Art of the Bankruptcy"" Donnie. 

#Trump #ElonMusk #Tesla #Dogecoin $TSLA #DonaldTrump #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs"
"Thu Mar 13 20:01:50 +0000 2025","#AAPL Just now. https://t.co/v5trmJQNgw"
"Thu Mar 13 20:00:00 +0000 2025","Apple's AI adoption stumbles drag on stock  #AAPL #StockMarketNews https://t.co/3UoGV2MA7y"
"Thu Mar 13 19:43:40 +0000 2025","#AAPL
اهداء للمكولين 😂🤦🏻‍♂️ https://t.co/bDJBokmxMV"
"Thu Mar 13 19:39:21 +0000 2025","Hello there #AAPL https://t.co/EEKrcDTcsx"
"Thu Mar 13 19:33:28 +0000 2025","ههههههههههههههههههههههههههههههههههههههههههههههههه 😂😂
#السوق_الامريكي #AAPL https://t.co/jFbqSCpCLx"
"Thu Mar 13 19:29:38 +0000 2025","$GOOGL It is best to pick it up piece by piece as it falls.

#ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $GOOGL $Trump $DOGE $XRP #oott #com #gas #Canada #tariffs https://t.co/UdeJOv1ylu"
"Thu Mar 13 19:17:31 +0000 2025","$AAPL #AAPL Realizing a lot of volatility.

Value almost around 0.20. New lows in. https://t.co/wn5vAcejwa"
"Thu Mar 13 19:16:48 +0000 2025","Crypto Daily : 

#BTCUSD  Bitcoin back at $80,692.04

#ETHUSDT  Ethereum now at $1, 851.81

#TSLA Tesla at $240.69

#AMZN Amazon at $193.59

#AAPL  Apple now at $210.91"
"Thu Mar 13 19:12:20 +0000 2025","If this point breaks, I'm waiting for the next point

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #gas #Canada #tariffs https://t.co/wKalhikXMa"
"Thu Mar 13 19:01:59 +0000 2025","#AAPL 

اخر كروت الضغط 

 ايجابي Cpi
مستويات تحت مستويات 3
 Ppi ايجابي 

نفدا مصحح من 150 ولم يكسر مستوى 100 

وش بقى مايرتد السوق تصريح ايجايي من البرتقالي والفردة الثانية ايلون ويطيرونه

PUMP IT 🔥 https://t.co/FXN39K4xav"
"Thu Mar 13 19:00:42 +0000 2025","I'm waiting for you step by step, there's a wonderful place at the bottom $RKLB

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $RKLB $Trump $DOGE $XRP #oott  #Canada #tariffs https://t.co/iO7J5d2enf"
"Thu Mar 13 18:53:59 +0000 2025","$AAPL put trade with a premium of $170K, expiring on 2025-06-20. High conviction trade in the options market. #AAPL #OptionsTrading #StockMarket"
"Thu Mar 13 18:37:56 +0000 2025","🪄🐇🍄✨🔮✨⏰✨ 🕳️ 
•
•
$Es $Nq $Tsla $Amd $Spy $Nvda $Mstr $Ym $Gme $Amc $Avgo
$Gbpusd $Eurusd $Sl $Gl $Pl $Cl #silver #Dax #Gold #Bitcoin #Platinum #Aapl $Amzn #Coin $Msft $Googl https://t.co/sLEotyKLQV"
"Thu Mar 13 18:31:48 +0000 2025","$AAPL trade with a premium of $1.32M, expiring on 2025-06-20. High conviction trade in the options market. #AAPL #OptionsTrading #StockMarket"
"Thu Mar 13 18:12:01 +0000 2025","$AAPL
على الأسبوعي 190.34 دعمه .. 
#السوق_الامريكي 
#AAPL https://t.co/L5efR9VaJi"
"Thu Mar 13 18:07:33 +0000 2025","20250310 美股正式进入熊市！TSLQ浮盈196.22%！#btc #特斯拉 #tsla #tslq #纳指 #aapl #tna #iw... https://t.co/ZkRDzA41Ja via @YouTube"
"Thu Mar 13 18:05:11 +0000 2025","Check out my #AAPL analysis on @TradingView: https://t.co/KB0TxDtQKG"
"Thu Mar 13 18:01:20 +0000 2025","$AMC #AMC #GME #AAPL $NIO $SPY $IWM  THIS IS OVERDONE again https://t.co/Qisuk2hljJ"
"Thu Mar 13 17:59:58 +0000 2025","Great job, Donnie!🤣🤣🤣🤣

#Trump #ElonMusk #Tesla #SpaceX #Dogecoin $TSLA #DonaldTrump #Alberta #ableg #abpoli #cdnpoli #cdnecon $NVDA #GOOG #AAPL #META #MSFT #AMZN #DOGEGOV $BTC $ETH $SOL $Trump $DOGE $XRP #oott #com #NaturalGas #ongt #oilandgas #oil #gas #Canada #tariffs https://t.co/B5ciTRh2WE"
"Thu Mar 13 17:54:20 +0000 2025","$AAPL $AMC #AMC #GME #AAPL apple now catching a little bid and spent time in the gap.   I would say bounce could happend finally Futures should snap back imo  Pretty rare you get AAPL down 12% in a week. https://t.co/9pLCsGWNRm"
"Thu Mar 13 17:47:12 +0000 2025","🚨 APPLE (📉 🐻): -3.01% 🔴
APPLE is down -3.01%
Latest price: $210.64
#apple #aapl #stocks $aapl https://t.co/iT0pDLFG8A"
"Thu Mar 13 17:39:53 +0000 2025","$aapl downgraded to junk status #stock

With tariffs it’ll be costlier also people are broke AF to get a new phone that has nothing new

Pepe still running iPhone 12
Works just fine !

#aapl #stockmarketcrash https://t.co/g5jpksicdn"
"Thu Mar 13 17:24:46 +0000 2025","#aapl $aapl 🤷🏻‍♂️ https://t.co/veJ5Qf21Pn"
"Thu Mar 13 17:10:49 +0000 2025","@Mr_Derivatives Welp... We know what Buffet is sitting on a pile of cash for. #aapl"
"Thu Mar 13 17:10:11 +0000 2025","In the moment, I liked $pltr better than $aapl mainly because the contracts were much less expensive. However, after reviewing the daily charts, Apple was breaking out of a range while PLTR was still in.

#aapl could’ve been a 80-100% gain
#pltr was a 30% gain

Always zoom out"
"Thu Mar 13 17:06:19 +0000 2025","#NVDA #AAPL #MSFT #GOOGL #META #AMZN https://t.co/V2VGde0XMt"
"Thu Mar 13 17:04:08 +0000 2025","⚠️⚠️🚨🚨🚨WARNING Trump is speaking non of networks are carrying it live
If youre in a trade you might want to exit or tighten your stoploss

#TrumpEffect(DUMP) anytime he gets on mic  #StockMarket #StockMarketCrash #NQ $NQ #SPX $SPX #META #AAPL #TSLA #NVDA #Stocks https://t.co/mdSQZPyYJa"
